canonical_name,group,url,source,headers_json,tv_status,tv_playlist_ms,tv_segment_ms,seg_bytes,codec,width,height,verdict
CCTV6 电影,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=3,itv,{},http-403,303,0,0,,,,fail
CCTV6 电影,央视,http://gslbserv.itv.cmvideo.cn/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=3,itv,{},skipped-cap,,,,,,,skipped
CCTV6 电影,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV7 国防军事,央视,http://107.150.60.122/live/cctv7hd.m3u8,guovin,{},ok,1493,1308,200001,h264,1920,1080,pass
CCTV7 国防军事,央视,http://207.56.13.146:81/cdnlive/cctv7.m3u8,guovin,{},ok,1283,1457,200001,h264,1280,720,pass
CCTV7 国防军事,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd,guovin,{},ok,3775,1867,200001,h264,1920,1080,pass
CCTV7 国防军事,央视,http://69.30.245.50/live/cctv7.m3u8,guovin,{},ok,1184,2172,200001,h264,1920,1080,pass
CCTV7 国防军事,央视,http://74.91.26.218:82/live/cctv7hd.m3u8,cn,{},ok,1392,1347,200001,h264,1280,720,pass
CCTV7 国防军事,央视,http://gslbserv.itv.cmvideo.cn/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3,itv,{},http-403,217,0,0,,,,fail
CCTV7 国防军事,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3,itv,{},http-403,237,0,0,,,,fail
CCTV7 国防军事,央视,http://gslbserv.itv.cmvideo.cn/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3,itv,{},http-403,251,0,0,,,,fail
CCTV7 国防军事,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV8 电视剧,央视,http://207.56.13.146:81/cdnlive/cctv8.m3u8,guovin,{},ok,1141,1423,200001,h264,1280,720,pass
CCTV8 电视剧,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8k,guovin,{},http-404,1521,0,0,,,,fail
CCTV8 电视剧,央视,http://69.30.245.50/live/cctv8.m3u8,guovin,{},ok,1196,1288,200001,h264,1280,720,pass
CCTV8 电视剧,央视,http://74.91.26.218:82/live/cctv8hd.m3u8,cn,{},ok,1163,3365,200001,h264,1280,720,pass
CCTV8 电视剧,央视,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8,guovin,{},ok,1364,1317,200001,h264,1280,720,pass
CCTV8 电视剧,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3,itv,{},http-403,297,0,0,,,,fail
CCTV8 电视剧,央视,http://gslbserv.itv.cmvideo.cn/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=3,itv,{},http-403,240,0,0,,,,fail
CCTV8 电视剧,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8,builtin-mobile,{},no-response,10001,0,0,,,,fail
CCTV9 纪录,央视,http://107.150.60.122/live/cctv9hd.m3u8,guovin,{},ok,1164,1345,200001,h264,1920,1080,pass
CCTV9 纪录,央视,http://192.151.150.154/live/cctv9hd.m3u8,guovin,{},ok,2433,1287,200001,h264,1280,720,pass
CCTV9 纪录,央视,http://198.204.228.26/live/cctv9hd.m3u8,guovin,{},ok,1245,1362,200001,h264,1920,1080,pass
CCTV9 纪录,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd,guovin,{},ok,1681,1383,200001,h264,1920,1080,pass
CCTV9 纪录,央视,http://74.91.26.218:82/live/cctv9hd.m3u8,freetv,{},ok,3416,1412,200001,h264,1280,720,pass
CCTV9 纪录,央视,https://xykt-fix.github.io/Y77.m3u8,cn,{},ok,933,134,170704,h264,720,576,pass
CCTV9 纪录,央视,http://gslbserv.itv.cmvideo.cn/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3,itv,{},http-403,357,0,0,,,,fail
CCTV9 纪录,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=3,itv,{},http-403,305,0,0,,,,fail
CCTV9 纪录,央视,http://gslbserv.itv.cmvideo.cn/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=3,itv,{},skipped-cap,,,,,,,skipped
CCTV9 纪录,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV10 科教,央视,http://204.12.221.218:8181/3m1080p/cctv10.m3u8,guovin,{},ok,1125,1368,200001,h264,1920,1080,pass
CCTV10 科教,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009,guovin,{},ok,1399,1345,200001,h264,1280,720,pass
CCTV10 科教,央视,http://69.30.245.50/live/cctv10.m3u8,guovin,{},ok,1147,2375,200001,h264,1920,1080,pass
CCTV10 科教,央视,http://74.91.26.218:82/live/cctv10hd.m3u8,cn,{},ok,1163,1470,200001,h264,1280,720,pass
CCTV10 科教,央视,http://bztv.tvbus.cc:8081/cdnlive/cctv10.m3u8,guovin,{},ok,1132,1352,200001,h264,1920,1080,pass
CCTV10 科教,央视,http://gslbserv.itv.cmvideo.cn/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3,itv,{},http-403,247,0,0,,,,fail
CCTV10 科教,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3,itv,{},http-403,317,0,0,,,,fail
CCTV10 科教,央视,http://gslbserv.itv.cmvideo.cn/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=3,itv,{},http-403,288,0,0,,,,fail
CCTV10 科教,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV11 戏曲,央视,http://198.204.228.26/live/cctv11hd.m3u8,guovin,{},ok,1195,1291,200001,h264,1920,1080,pass
CCTV11 戏曲,央视,http://204.12.221.218:8181/3m1080p/cctv11.m3u8,guovin,{},ok,1227,1362,200001,h264,1920,1080,pass
CCTV11 戏曲,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009,guovin,{},ok,1121,1353,200001,h264,1280,720,pass
CCTV11 戏曲,央视,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub,guovin,{},ok,1229,2309,200001,h264,1920,1080,pass
CCTV11 戏曲,央视,http://74.91.26.218:82/live/cctv11hd.m3u8,cn,{},ok,1251,1284,200001,h264,1280,720,pass
CCTV11 戏曲,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3,itv,{},http-403,479,0,0,,,,fail
CCTV11 戏曲,央视,http://gslbserv.itv.cmvideo.cn/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3,itv,{},http-403,272,0,0,,,,fail
CCTV11 戏曲,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8,builtin-mobile,{},no-response,10002,0,0,,,,fail
CCTV12 社会与法,央视,http://107.150.60.122/live/cctv12hd.m3u8,guovin,{},ok,1141,1780,200001,h264,1280,720,pass
CCTV12 社会与法,央视,http://204.12.221.218:8181/3m1080p/cctv12.m3u8,guovin,{},ok,1290,1399,200001,h264,1920,1080,pass
CCTV12 社会与法,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009,guovin,{},ok,1073,1775,200001,h264,1280,720,pass
CCTV12 社会与法,央视,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub,guovin,{},ok,1054,1461,200001,h264,1920,1080,pass
CCTV12 社会与法,央视,http://74.91.26.218:82/live/cctv12hd.m3u8,cn,{},ok,1189,1352,200001,h264,1280,720,pass
CCTV12 社会与法,央视,http://gslbserv.itv.cmvideo.cn/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3,itv,{},http-403,258,0,0,,,,fail
CCTV12 社会与法,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3,itv,{},http-403,245,0,0,,,,fail
CCTV12 社会与法,央视,http://gslbserv.itv.cmvideo.cn/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3,itv,{},http-403,265,0,0,,,,fail
CCTV12 社会与法,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV13 新闻,央视,http://120.76.248.139/live/bfgd/4200000067.m3u8,guovin,{},seg-http-0,27,12002,0,,,,fail
CCTV13 新闻,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009,guovin,{},ok,2139,1676,200001,h264,1280,720,pass
CCTV13 新闻,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd,guovin,{},ok,2787,1337,200001,h264,1920,1080,pass
CCTV13 新闻,央视,http://74.91.26.218:82/live/cctv13hd.m3u8,news,{},ok,1496,1276,200001,h264,1280,720,pass
CCTV13 新闻,央视,http://bztv.tvbus.cc:8081/cdnlive/cctv13.m3u8,guovin,{},ok,1200,1442,200001,h264,1920,1080,pass
CCTV13 新闻,央视,http://go.bkpcp.top/mg/cctv13,news,{},http-403,917,0,0,,,,fail
CCTV13 新闻,央视,http://gslbserv.itv.cmvideo.cn/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=3,itv,{},http-403,2459,0,0,,,,fail
CCTV13 新闻,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8,builtin-mobile,{},no-response,10001,0,0,,,,fail
CCTV14 少儿,央视,http://198.204.228.26/live/cctv14hd.m3u8,guovin,{},ok,1197,1328,200001,h264,1280,720,pass
CCTV14 少儿,央视,http://204.12.221.218:8181/3m1080p/cctv14.m3u8,guovin,{},ok,3391,1315,200001,h264,1280,720,pass
CCTV14 少儿,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009,guovin,{},ok,1416,2372,200001,h264,1280,720,pass
CCTV14 少儿,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd,guovin,{},ok,1722,1385,200001,h264,1280,720,pass
CCTV14 少儿,央视,http://74.91.26.218:82/live/cctv14hd.m3u8,cn,{},ok,1204,1355,200001,h264,1280,720,pass
CCTV14 少儿,央视,http://gslbserv.itv.cmvideo.cn/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3,itv,{},http-403,360,0,0,,,,fail
CCTV14 少儿,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=3,itv,{},http-403,256,0,0,,,,fail
CCTV14 少儿,央视,http://gslbserv.itv.cmvideo.cn/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=3,itv,{},http-403,251,0,0,,,,fail
CCTV14 少儿,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV15 音乐,央视,http://198.204.228.26/live/cctv15hd.m3u8,guovin,{},ok,1247,1276,200001,h264,1280,720,pass
CCTV15 音乐,央视,http://204.12.221.218:8181/3m1080p/cctv15.m3u8,guovin,{},ok,2125,1358,200001,h264,1280,720,pass
CCTV15 音乐,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009,guovin,{},ok,1053,2511,200001,h264,1280,720,pass
CCTV15 音乐,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd,guovin,{},ok,1674,1312,200001,h264,1280,720,pass
CCTV15 音乐,央视,http://74.91.26.218:82/live/cctv15hd.m3u8,freetv,{},ok,1734,1339,200001,h264,1280,720,pass
CCTV15 音乐,央视,https://smart.pendy.dpdns.org/Smart.php?id=cctv15,guovin,{},no-response,51,0,0,,,,fail
CCTV15 音乐,央视,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4,guovin,{},http-512,329,0,0,,,,fail
CCTV15 音乐,央视,https://xykt-fix.github.io/play/a02e/index.m3u8,cn,{},ok,5293,3450,200001,h264,1920,1080,pass
CCTV15 音乐,央视,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8,guovin,{},skipped-cap,,,,,,,skipped
CCTV15 音乐,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=3,itv,{},skipped-cap,,,,,,,skipped
CCTV15 音乐,央视,http://gslbserv.itv.cmvideo.cn/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=3,itv,{},skipped-cap,,,,,,,skipped
CCTV15 音乐,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV16 奥林匹克,央视,http://207.56.13.146:81/cdnlive/cctv16.m3u8,guovin,{},ok,1094,1804,200001,h264,1920,1080,pass
CCTV16 奥林匹克,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009,guovin,{},ok,1109,2505,200001,h264,1280,720,pass
CCTV16 奥林匹克,央视,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub,guovin,{},ok,1082,1442,200001,h264,1920,1080,pass
CCTV16 奥林匹克,央视,http://74.91.26.218:82/live/cctv16hd.m3u8,cn,{},short-body,470,470,60,,,,fail
CCTV16 奥林匹克,央视,https://hls-gateway.vpstv.net/streams/709089.m3u8,guovin,{},http-403,278,0,0,,,,fail
CCTV16 奥林匹克,央视,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8,guovin,{},no-response,652,0,0,,,,fail
CCTV16 奥林匹克,央视,http://gslbserv.itv.cmvideo.cn/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=3,itv,{},http-403,425,0,0,,,,fail
CCTV16 奥林匹克,央视,http://gslbserv.itv.cmvideo.cn/5000000008000023254/1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3,itv,{},http-403,242,0,0,,,,fail
CCTV16 奥林匹克,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8,builtin-mobile,{},skipped-cap,,,,,,,skipped
CCTV17 农业农村,央视,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009,guovin,{},ok,2045,1432,200001,h264,1280,720,pass
CCTV17 农业农村,央视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd,guovin,{},ok,1695,1471,200001,h264,1280,720,pass
CCTV17 农业农村,央视,http://74.91.26.218:82/live/cctv17hd.m3u8,cn,{},ok,1160,2346,200001,h264,1920,1080,pass
CCTV17 农业农村,央视,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,guovin,{},ok,8102,8102,200001,h264,1920,1080,pass
CCTV17 农业农村,央视,https://live.264788.xyz/channel/cctv17?streamid=f9c36f1e95b5b35eac89cc89583e7c0a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,guovin,{},ok,7280,7280,200001,h264,1920,1080,pass
CCTV17 农业农村,央视,http://gslbserv.itv.cmvideo.cn/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=3,itv,{},http-403,242,0,0,,,,fail
